School Type,Teacher-to-student ratio,Attendance,Mathematics Books,Mock result,NECTA result
Government,78,59,Own a Book,A,1
Government,182,55,Own a Book,F,0
Government,76,53,Not Own Book,C,0
Government,183,55,Own a Book,F,0
Private,76,69,Not Own Book,D,1
Government,142,66,Not Own Book,F,0
Private,73,87,Not Own Book,F,0
Government,173,82,Not Own Book,F,0
Government,97,79,Not Own Book,F,0
Government,151,62,Not Own Book,F,0
Government,98,67,Own a Book,C,1
Government,157,81,Not Own Book,B,1
Private,84,84,Own a Book,B,1
Private,77,89,Own a Book,D,1
Government,177,63,Not Own Book,F,0
Government,118,70,Not Own Book,D,0
Private,74,88,Not Own Book,A,1
Government,139,66,Own a Book,D,0
Government,136,80,Not Own Book,F,0
Government,113,61,Not Own Book,F,0
Government,130,71,Own a Book,B,1
Government,99,87,Own a Book,B,1
Government,73,73,Own a Book,C,1
Private,64,82,Not Own Book,A,1
Private,84,90,Own a Book,D,1
Private,78,99,Own a Book,A,1
Private,56,88,Own a Book,C,1
Government,131,77,Not Own Book,D,1
Private,85,88,Not Own Book,C,1
Private,68,89,Own a Book,A,1
Government,86,69,Not Own Book,F,0
Private,108,80,Own a Book,A,1
Private,72,90,Own a Book,B,1
Private,57,79,Not Own Book,D,1
Private,77,85,Own a Book,F,1
Government,146,89,Own a Book,B,1
Private,51,87,Own a Book,A,1
Government,154,60,Not Own Book,F,0
Private,89,89,Not Own Book,C,1
Government,139,64,Not Own Book,F,0
Government,60,71,Not Own Book,F,0
Government,165,58,Not Own Book,D,0
Private,84,93,Own a Book,B,1
Private,66,88,Own a Book,B,1
Government,123,59,Not Own Book,F,0
Government,251,73,Not Own Book,F,0
Private,65,99,Own a Book,A,1
Government,99,62,Own a Book,D,1
Government,151,77,Not Own Book,F,0
Private,83,90,Own a Book,B,1
Private,82,90,Own a Book,D,1
Private,50,94,Own a Book,C,1
Private,65,86,Own a Book,C,1
Private,92,89,Own a Book,D,0
Private,79,88,Own a Book,C,1
Private,56,82,Own a Book,A,1
Private,93,91,Own a Book,A,1
Private,89,85,Not Own Book,D,1
Government,136,88,Own a Book,D,1
Government,189,64,Own a Book,A,1
Government,239,56,Not Own Book,F,0
Private,59,95,Own a Book,B,1
Government,174,62,Not Own Book,F,0
Private,104,79,Own a Book,C,1
Private,84,90,Own a Book,B,1
Private,63,97,Own a Book,C,1
Government,160,77,Own a Book,B,1
Government,211,64,Not Own Book,F,0
Government,104,71,Not Own Book,B,1
Government,148,67,Not Own Book,D,1
Government,139,86,Not Own Book,D,1
Private,65,84,Not Own Book,F,0
Government,160,70,Not Own Book,F,0
Private,73,89,Not Own Book,B,1
Private,84,79,Own a Book,F,1
Private,92,86,Own a Book,F,0
Government,92,68,Not Own Book,D,0
Government,153,83,Not Own Book,F,0
Government,147,71,Not Own Book,C,1
Private,78,85,Not Own Book,D,1
Government,149,68,Not Own Book,D,1
Private,60,87,Own a Book,B,1
Private,96,87,Not Own Book,C,1
Private,103,94,Own a Book,B,1
Private,83,94,Not Own Book,A,1
Government,176,60,Not Own Book,F,0
Private,76,95,Own a Book,B,1
Private,89,93,Not Own Book,C,1
Private,50,87,Own a Book,B,1
Government,149,55,Not Own Book,F,0
Government,124,72,Not Own Book,D,0
Government,156,66,Own a Book,D,0
Private,91,91,Own a Book,A,1
Private,75,92,Own a Book,A,1
Private,69,97,Not Own Book,B,1
Government,86,59,Own a Book,D,0
Private,73,99,Own a Book,A,1
Private,85,94,Not Own Book,C,1
Government,112,77,Not Own Book,D,0
Government,60,89,Not Own Book,D,0
Government,252,73,Not Own Book,F,0
Private,80,95,Own a Book,A,1
Government,140,71,Own a Book,D,0
Government,212,78,Own a Book,D,1
Government,156,81,Not Own Book,F,0
Private,94,95,Own a Book,C,1
Government,206,54,Not Own Book,D,0
Government,92,65,Own a Book,C,0
Government,170,81,Not Own Book,B,1
Government,227,74,Not Own Book,F,0
Government,105,69,Not Own Book,A,1
Government,105,75,Own a Book,D,1
Private,62,80,Own a Book,A,1
Private,88,93,Own a Book,F,0
Private,79,90,Own a Book,D,1
Government,62,70,Not Own Book,A,1
Government,165,68,Own a Book,D,0
Private,71,89,Own a Book,B,1
Government,144,67,Not Own Book,F,0
Private,62,85,Own a Book,D,0
Private,80,99,Own a Book,A,1
Government,197,54,Own a Book,F,0
Private,65,77,Own a Book,B,1
Private,50,93,Own a Book,A,1
Private,70,79,Own a Book,B,1
Private,86,73,Own a Book,B,1
Government,131,80,Own a Book,D,1
Government,82,82,Not Own Book,B,1
Private,86,78,Own a Book,A,1
Private,96,75,Own a Book,C,1
Private,75,79,Not Own Book,B,1
Government,77,63,Own a Book,F,0
Private,70,99,Own a Book,D,1
Private,77,84,Not Own Book,A,1
Government,113,78,Own a Book,F,0
Government,176,77,Own a Book,F,0
Private,61,97,Own a Book,D,1
Private,75,83,Own a Book,A,1
Government,139,69,Not Own Book,D,0
Government,177,67,Own a Book,F,0
Private,74,91,Own a Book,A,1
Government,141,82,Own a Book,B,1
Government,113,91,Not Own Book,C,1
Government,151,66,Own a Book,D,0
Private,71,88,Own a Book,B,1
Government,110,78,Own a Book,B,1
Government,157,76,Own a Book,D,0
Government,166,87,Not Own Book,F,1
Government,134,68,Not Own Book,F,0
Government,191,66,Not Own Book,F,0
Private,78,97,Not Own Book,C,1
Government,92,73,Not Own Book,D,1
Private,95,91,Own a Book,D,0
Private,86,87,Own a Book,A,1
Government,195,79,Not Own Book,F,0
Private,81,81,Own a Book,C,1
Private,50,84,Own a Book,A,1
Private,91,69,Own a Book,C,1
Private,75,83,Own a Book,C,1
Government,165,79,Own a Book,F,0
Private,83,88,Own a Book,B,1
Government,237,60,Not Own Book,F,0
Private,66,98,Own a Book,A,1
Government,126,71,Not Own Book,F,0
Private,62,99,Own a Book,D,0
Government,101,78,Own a Book,B,1
Private,59,89,Not Own Book,D,1
Government,66,88,Own a Book,A,1
Government,169,66,Not Own Book,C,1
Government,239,59,Not Own Book,F,0
Government,242,85,Not Own Book,D,0
Government,111,76,Not Own Book,C,1
Government,137,83,Own a Book,A,1
Government,205,78,Not Own Book,F,0
Private,81,99,Own a Book,A,1
Government,156,64,Not Own Book,F,0
Government,138,68,Own a Book,D,0
Government,203,68,Not Own Book,F,0
Private,58,86,Own a Book,B,1
Government,171,54,Not Own Book,D,0
Government,165,71,Not Own Book,F,0
Private,75,93,Own a Book,D,1
Government,185,63,Not Own Book,F,0
Government,151,60,Not Own Book,D,0
Private,66,87,Own a Book,B,1
Government,154,77,Own a Book,B,1
Private,51,80,Own a Book,D,0
Government,177,92,Own a Book,C,1
Government,189,57,Not Own Book,F,0
Government,120,64,Own a Book,F,0
Government,109,81,Own a Book,D,1
Private,65,94,Not Own Book,D,1
Government,147,78,Not Own Book,D,0
Private,78,83,Own a Book,C,1
Private,99,84,Own a Book,B,1
Government,217,61,Own a Book,D,1
Government,187,66,Not Own Book,D,0
Government,155,73,Not Own Book,D,1
Government,108,61,Own a Book,D,0
Government,225,52,Own a Book,B,1
Private,71,96,Own a Book,B,1
Private,79,86,Own a Book,A,1
Government,178,77,Own a Book,B,1
Private,75,85,Not Own Book,B,1
Government,201,75,Own a Book,D,1
Private,81,99,Own a Book,A,1
Government,194,58,Not Own Book,F,0
Government,170,62,Not Own Book,C,1
Private,74,81,Own a Book,C,1
Private,76,99,Own a Book,A,1
Government,147,69,Not Own Book,F,0
Government,92,78,Own a Book,D,0
Government,104,50,Not Own Book,F,0
Government,183,73,Own a Book,C,1
Government,93,66,Not Own Book,C,0
Government,131,83,Not Own Book,F,0
Private,59,92,Own a Book,B,1
Government,129,65,Own a Book,F,0
Private,72,99,Own a Book,B,1
Government,131,86,Not Own Book,B,1
Private,53,98,Own a Book,B,1
Government,141,77,Own a Book,F,0
Private,60,86,Own a Book,A,1
Government,121,72,Not Own Book,D,1
Private,86,85,Own a Book,D,0
Government,192,72,Not Own Book,F,0
Government,91,64,Not Own Book,F,0
Government,220,68,Own a Book,B,1
Government,127,91,Not Own Book,B,1
Private,65,90,Not Own Book,D,0
Private,61,84,Not Own Book,B,1
Government,152,58,Own a Book,C,1
Private,104,87,Own a Book,A,1
Private,51,93,Own a Book,C,1
Private,50,88,Own a Book,C,1
Private,79,87,Own a Book,B,1
Government,175,74,Own a Book,B,1
Private,75,90,Own a Book,C,0
Private,83,92,Own a Book,B,1
Government,99,77,Own a Book,D,1
Private,60,87,Own a Book,D,1
Private,76,87,Own a Book,A,1
Private,101,88,Own a Book,D,0
Private,83,91,Own a Book,A,1
Private,84,95,Own a Book,F,0
Government,101,66,Not Own Book,F,0
Government,169,68,Own a Book,C,0
Private,57,82,Own a Book,D,0
Government,229,55,Not Own Book,C,1
Government,104,57,Not Own Book,F,0
Private,63,80,Own a Book,F,1
Private,52,83,Own a Book,B,1
Private,76,91,Own a Book,A,1
Government,151,59,Own a Book,C,1
Private,97,88,Own a Book,C,1
Private,86,93,Own a Book,A,1
Government,114,61,Not Own Book,D,0
Private,88,84,Own a Book,D,0
Government,94,56,Not Own Book,F,0
Government,117,60,Own a Book,F,0
Private,76,97,Not Own Book,D,0
Government,99,75,Not Own Book,B,1
Government,197,91,Own a Book,C,1
Private,109,82,Own a Book,B,1
Government,136,85,Not Own Book,F,0
Government,120,62,Not Own Book,F,0
Government,144,64,Not Own Book,F,0
Government,124,92,Not Own Book,A,1
Government,161,61,Own a Book,D,0
Government,90,85,Own a Book,F,0
Government,164,69,Own a Book,C,0
Government,236,59,Not Own Book,F,0
Private,50,77,Own a Book,B,1
Government,97,71,Own a Book,D,0
Government,129,58,Own a Book,D,0
Private,83,85,Not Own Book,C,1
Government,190,50,Not Own Book,D,0
Government,186,73,Own a Book,B,1
Government,73,54,Not Own Book,D,0
Government,119,69,Own a Book,F,0
Government,109,56,Own a Book,D,0
Private,74,96,Own a Book,C,1
Private,75,73,Own a Book,D,0
Government,88,67,Own a Book,B,1
Private,68,91,Own a Book,C,1
Government,176,73,Not Own Book,F,0
Government,121,57,Not Own Book,D,1
Government,140,52,Not Own Book,F,0
Private,100,93,Not Own Book,A,1
Government,239,68,Own a Book,F,0
Private,50,80,Own a Book,B,1
Private,76,93,Own a Book,A,1
Government,281,64,Not Own Book,F,0
Private,82,83,Own a Book,B,1
Government,150,61,Own a Book,B,1
Private,94,82,Own a Book,B,1
Private,78,82,Own a Book,C,1
Private,85,90,Own a Book,A,1
Private,71,98,Own a Book,A,1
Private,78,78,Own a Book,A,1
Government,169,66,Not Own Book,F,0
Government,188,68,Own a Book,C,1
Private,68,91,Own a Book,C,1
Private,68,94,Own a Book,D,1
Government,63,68,Not Own Book,D,1
Government,132,63,Own a Book,A,1
Government,192,75,Not Own Book,F,0
Private,81,76,Not Own Book,D,1
Government,105,50,Own a Book,B,1
Government,64,92,Not Own Book,A,1
Government,143,61,Own a Book,D,0
Private,88,85,Own a Book,B,1
Government,128,75,Own a Book,F,0
Private,53,90,Own a Book,C,1
Private,66,94,Own a Book,D,0
Private,79,94,Own a Book,B,1
Government,205,55,Not Own Book,D,0
Government,138,82,Not Own Book,D,0
Government,197,75,Not Own Book,D,1
Private,89,90,Not Own Book,C,1
Government,97,74,Not Own Book,F,0
Government,206,50,Not Own Book,D,0
Government,163,67,Not Own Book,F,0
Government,95,60,Own a Book,C,1
Government,229,58,Not Own Book,F,0
Government,144,65,Not Own Book,A,1
Government,62,78,Not Own Book,C,0
Private,64,90,Own a Book,D,1
Private,60,91,Own a Book,B,1
Private,64,84,Own a Book,C,1
Government,129,73,Not Own Book,C,1
Private,71,86,Own a Book,A,1
Private,70,94,Own a Book,A,1
Private,73,92,Own a Book,B,1
Government,176,71,Own a Book,C,1
Private,63,82,Own a Book,A,1
Government,203,72,Not Own Book,F,0
Government,94,72,Own a Book,C,1
Government,177,71,Not Own Book,F,0
Private,99,84,Not Own Book,A,1
Private,72,83,Not Own Book,A,1
Government,158,73,Not Own Book,C,1
Private,60,81,Own a Book,B,1
Private,67,86,Own a Book,B,1
Government,220,75,Not Own Book,D,0
Private,86,91,Own a Book,B,1
Government,168,58,Not Own Book,F,0
Private,50,90,Own a Book,A,1
Private,64,99,Own a Book,A,1
Private,101,92,Own a Book,A,1
Government,168,67,Not Own Book,F,0
Government,174,83,Not Own Book,A,1
Private,77,99,Own a Book,B,1
Government,122,78,Own a Book,F,0
Government,164,52,Not Own Book,C,0
Private,52,92,Own a Book,C,1
Government,77,83,Own a Book,A,1
Government,116,50,Not Own Book,C,1
Government,158,79,Not Own Book,F,0
Government,79,67,Own a Book,C,1
Private,76,97,Own a Book,D,0
Private,60,87,Own a Book,A,1
Private,62,90,Not Own Book,A,1
Government,208,73,Own a Book,F,0
Private,75,92,Own a Book,B,1
Private,61,91,Own a Book,C,1
Government,158,61,Own a Book,C,1
Government,83,67,Own a Book,D,1
Private,80,87,Not Own Book,B,1
Private,91,96,Own a Book,D,1
Government,179,74,Not Own Book,F,0
Government,247,63,Own a Book,F,0
Private,50,81,Not Own Book,C,1
Government,155,76,Not Own Book,C,1
Government,89,65,Own a Book,A,1
Government,142,77,Not Own Book,F,0
Government,150,69,Own a Book,F,0
Government,252,84,Own a Book,F,0
Government,147,62,Not Own Book,C,1
Private,73,98,Own a Book,A,1
Government,195,79,Not Own Book,F,0
Government,147,65,Not Own Book,D,0
Private,102,81,Own a Book,C,1
Private,85,99,Not Own Book,D,0
Private,87,81,Not Own Book,B,1
Government,65,73,Own a Book,B,1
Private,104,90,Own a Book,A,1
Government,120,70,Not Own Book,D,0
Government,149,77,Not Own Book,C,1
Private,65,81,Own a Book,B,1
Private,59,99,Own a Book,A,1
Private,56,82,Own a Book,A,1
Private,76,86,Own a Book,D,0
Government,61,55,Own a Book,B,1
Private,71,95,Not Own Book,B,1
Private,90,99,Own a Book,A,1
Private,84,99,Own a Book,F,1
Government,169,81,Not Own Book,B,1
Government,109,66,Own a Book,B,1
Private,51,88,Own a Book,A,1
Private,90,85,Own a Book,A,1
Private,68,79,Own a Book,C,1
Government,146,67,Own a Book,B,1
Government,141,79,Own a Book,D,1
Private,85,81,Own a Book,D,0
Government,232,50,Not Own Book,D,0
Private,96,79,Own a Book,B,1
Government,60,78,Own a Book,F,0
Government,136,52,Not Own Book,F,0
Private,54,84,Own a Book,B,1
Private,89,85,Own a Book,C,1
Private,75,89,Own a Book,B,1
Private,84,89,Not Own Book,A,1
Government,132,74,Not Own Book,D,0
Private,59,86,Own a Book,A,1
Private,61,81,Own a Book,A,1
Private,52,94,Own a Book,D,0
Government,93,52,Own a Book,F,0
Government,83,77,Own a Book,C,1
Government,103,81,Not Own Book,C,1
Government,100,92,Not Own Book,A,1
Government,167,62,Own a Book,F,0
Private,80,84,Own a Book,D,1
Government,167,70,Not Own Book,F,0
Government,202,69,Not Own Book,B,1
Government,146,78,Not Own Book,F,0
Private,63,91,Own a Book,A,1
Private,108,85,Not Own Book,A,1
Private,88,87,Own a Book,A,1
Government,156,79,Not Own Book,D,0
Private,76,79,Own a Book,A,1
Government,163,67,Own a Book,F,0
Government,140,75,Not Own Book,C,1
Private,76,80,Own a Book,A,1
Private,82,65,Own a Book,F,0
Government,117,84,Not Own Book,A,1
Private,50,87,Own a Book,C,0
Private,50,79,Not Own Book,B,1
Private,88,94,Own a Book,C,1
Government,78,67,Not Own Book,B,1
Private,81,80,Own a Book,B,1
Government,98,73,Not Own Book,A,1
Government,98,70,Own a Book,B,1
Private,64,83,Own a Book,B,1
Government,158,62,Not Own Book,D,1
Private,55,80,Not Own Book,C,1
Government,122,77,Not Own Book,F,0
Government,148,57,Not Own Book,F,0
Private,56,82,Own a Book,B,1
Private,96,88,Not Own Book,F,0
Private,50,98,Not Own Book,A,1
Government,140,71,Not Own Book,C,0
Government,207,75,Not Own Book,D,1
Private,55,88,Own a Book,A,1
Government,145,79,Own a Book,F,0
Government,155,89,Not Own Book,C,1
Government,113,65,Not Own Book,F,0
Government,146,70,Not Own Book,F,0
Government,175,71,Not Own Book,F,0
Government,128,75,Not Own Book,C,1
Private,86,88,Own a Book,D,0
Private,80,84,Own a Book,A,1
Private,66,87,Own a Book,A,1
Government,200,92,Not Own Book,B,1
Government,116,73,Not Own Book,F,0
Private,87,74,Not Own Book,A,1
Government,117,66,Not Own Book,D,1
Private,70,88,Own a Book,C,1
Government,142,68,Own a Book,F,0
Government,165,69,Own a Book,F,0
Government,60,72,Not Own Book,C,1
Government,170,75,Not Own Book,C,1
Government,145,72,Not Own Book,C,0
Private,79,94,Not Own Book,C,1
Private,82,77,Own a Book,B,1
Government,167,67,Not Own Book,D,0
Government,60,74,Not Own Book,F,0
Government,102,72,Own a Book,D,1
Government,164,63,Not Own Book,F,0
Government,158,64,Not Own Book,D,1
Private,63,82,Own a Book,F,1
Government,183,79,Own a Book,F,0
Private,71,75,Own a Book,C,1
Government,189,57,Own a Book,D,0
Private,93,90,Own a Book,C,1
Government,162,75,Own a Book,F,0
Government,174,54,Not Own Book,D,0
Private,65,92,Own a Book,A,1
Government,190,71,Not Own Book,C,1
Private,78,91,Own a Book,F,0
Private,70,88,Not Own Book,C,1
Government,95,74,Not Own Book,D,0
Private,67,91,Not Own Book,C,1
Government,100,74,Not Own Book,D,0
Government,184,72,Not Own Book,D,0
Government,204,69,Not Own Book,D,1
Government,191,69,Own a Book,B,1
Government,261,72,Not Own Book,F,0
Government,129,78,Own a Book,A,1
Private,83,99,Not Own Book,B,1
Private,57,91,Not Own Book,C,1
Private,72,90,Not Own Book,C,1
Government,83,82,Own a Book,D,0
Government,175,73,Own a Book,C,0
Private,69,80,Own a Book,A,1
Private,50,82,Own a Book,A,1
Government,119,88,Own a Book,C,1
Private,101,83,Own a Book,D,1
Private,81,91,Not Own Book,A,1
Government,184,60,Not Own Book,F,0
Private,76,96,Own a Book,B,1
Government,141,65,Not Own Book,C,1
Private,75,88,Own a Book,F,0
Government,161,67,Not Own Book,F,0
Government,100,75,Not Own Book,D,1
Government,184,71,Own a Book,C,1
Private,91,94,Own a Book,C,1
Private,72,92,Not Own Book,C,1
Government,126,72,Own a Book,D,1
Government,116,76,Not Own Book,D,0
Government,229,77,Own a Book,C,0
Private,68,85,Own a Book,A,1
Government,179,65,Not Own Book,D,0
Private,72,98,Own a Book,A,1
Government,139,77,Own a Book,F,0
Private,63,90,Own a Book,A,1
Private,60,82,Not Own Book,B,0
Private,86,75,Own a Book,A,1
Government,105,67,Not Own Book,D,0
Private,81,84,Own a Book,C,1
Private,76,85,Not Own Book,A,1
Private,86,93,Not Own Book,B,1
Government,122,85,Own a Book,C,1
Private,91,95,Own a Book,C,1
Private,72,83,Own a Book,F,0
Government,266,75,Not Own Book,F,0
Private,50,84,Own a Book,A,1
Private,111,75,Own a Book,A,1
Government,144,69,Own a Book,F,0
Private,78,96,Own a Book,B,1
Private,65,85,Own a Book,A,1
Government,79,78,Not Own Book,B,1
Government,126,63,Not Own Book,A,1
Government,133,76,Not Own Book,F,0
Government,158,67,Not Own Book,D,1
Government,200,85,Not Own Book,C,1
Private,77,85,Own a Book,A,1
Private,78,84,Own a Book,A,1
Private,80,98,Own a Book,C,1
Government,71,64,Not Own Book,F,0
Private,50,89,Own a Book,B,1
Government,82,64,Own a Book,C,1
Government,133,79,Own a Book,C,1
Private,50,97,Own a Book,D,1
Government,118,63,Not Own Book,D,1
Government,88,75,Own a Book,D,0
Government,171,76,Not Own Book,B,1
Private,81,88,Own a Book,D,1
Private,70,98,Not Own Book,A,1
Government,64,85,Own a Book,F,0
Private,71,82,Own a Book,A,1
Government,164,82,Not Own Book,F,0
Private,87,91,Own a Book,C,1
Private,101,89,Own a Book,A,1
Private,91,86,Not Own Book,A,1
Government,157,55,Own a Book,F,0
Government,137,72,Not Own Book,C,1
Private,63,90,Not Own Book,A,1
Private,95,99,Own a Book,A,1
Private,77,83,Not Own Book,C,1
Government,178,53,Not Own Book,D,1
Government,123,58,Not Own Book,D,0
Government,94,85,Not Own Book,F,0
Government,131,65,Own a Book,F,1
Government,136,83,Own a Book,C,1
Private,77,88,Own a Book,B,1
Private,63,81,Own a Book,B,1
Government,151,90,Own a Book,C,1
Private,92,97,Not Own Book,B,1
Government,74,68,Not Own Book,F,0
Private,50,94,Not Own Book,D,0
Private,93,88,Own a Book,A,1
Government,84,74,Own a Book,B,1
Private,69,99,Own a Book,C,1
Government,177,54,Own a Book,C,1
Private,74,85,Own a Book,B,1
Government,146,70,Not Own Book,D,0
Private,76,90,Own a Book,B,1
Private,112,79,Own a Book,A,1
Private,101,94,Own a Book,A,1
Government,118,58,Own a Book,D,1
Private,90,79,Own a Book,C,0
Government,172,67,Own a Book,D,0
Private,74,99,Not Own Book,A,1
Private,61,99,Not Own Book,B,1
Private,81,91,Own a Book,B,1
Private,70,86,Own a Book,B,1
Private,69,89,Own a Book,A,1
Government,115,73,Not Own Book,D,1
Private,89,98,Not Own Book,B,1
Private,63,79,Not Own Book,B,1
Government,115,81,Own a Book,C,1
Private,86,78,Own a Book,A,1
Private,72,84,Own a Book,A,1
Government,144,69,Not Own Book,F,1
Government,196,74,Not Own Book,F,0
Government,209,69,Own a Book,F,0
Government,60,71,Not Own Book,F,0
